pin,bank,site,tile,pin_function
E15,116,IPAD_X2Y42,GTP_CHANNEL_1_MID_RIGHT_X167Y225,MGTPRXN1_116
E17,116,IPAD_X2Y60,GTP_CHANNEL_3_MID_RIGHT_X167Y254,MGTPRXN3_116
E19,216,IPAD_X1Y54,GTP_CHANNEL_2_MID_LEFT_X103Y243,MGTPRXN2_216
E21,216,IPAD_X1Y36,GTP_CHANNEL_0_MID_LEFT_X103Y214,MGTPRXN0_216
F2,36,IOB_X1Y219,RIOB33_X105Y219,IO_L15N_T2_DQS_36
F3,36,IOB_X1Y220,RIOB33_X105Y219,IO_L15P_T2_DQS_36
F13,116,IPAD_X2Y37,GTP_CHANNEL_0_MID_RIGHT_X167Y214,MGTPRXP0_116
F15,116,IPAD_X2Y43,GTP_CHANNEL_1_MID_RIGHT_X167Y225,MGTPRXP1_116
F17,116,IPAD_X2Y61,GTP_CHANNEL_3_MID_RIGHT_X167Y254,MGTPRXP3_116
F19,216,IPAD_X1Y55,GTP_CHANNEL_2_MID_LEFT_X103Y243,MGTPRXP2_216
F21,216,IPAD_X1Y37,GTP_CHANNEL_0_MID_LEFT_X103Y214,MGTPRXP0_216
G1,36,IOB_X1Y205,RIOB33_X105Y205,IO_L22N_T3_36
G2,36,IOB_X1Y209,RIOB33_X105Y209,IO_L20N_T3_36
G4,36,IOB_X1Y223,RIOB33_X105Y223,IO_L13N_T2_MRCC_36
G5,36,IOB_X1Y224,RIOB33_X105Y223,IO_L13P_T2_MRCC_36
G6,36,IOB_X1Y229,RIOB33_X105Y229,IO_L10N_T1_36
G7,36,IOB_X1Y230,RIOB33_X105Y229,IO_L10P_T1_36
G9,36,IOB_X1Y245,RIOB33_X105Y245,IO_L2N_T0_36
G10,36,IOB_X1Y246,RIOB33_X105Y245,IO_L2P_T0_36
G11,36,IOB_X1Y241,RIOB33_X105Y241,IO_L4N_T0_36
G14,116,IPAD_X2Y47,GTP_COMMON_MID_RIGHT_X167Y231,MGTREFCLK1N_116
G16,116,IPAD_X2Y45,GTP_COMMON_MID_RIGHT_X167Y231,MGTREFCLK0N_116
G18,216,IPAD_X1Y45,GTP_COMMON_MID_LEFT_X103Y231,MGTREFCLK0N_216
G20,216,IPAD_X1Y47,GTP_COMMON_MID_LEFT_X103Y231,MGTREFCLK1N_216
G24,16,IOB_X0Y244,LIOB33_X0Y243,IO_L3P_T0_DQS_16
G25,16,IOB_X0Y243,LIOB33_X0Y243,IO_L3N_T0_DQS_16
G26,16,IOB_X0Y233,LIOB33_X0Y233,IO_L8N_T1_16
G27,16,IOB_X0Y235,LIOB33_X0Y235,IO_L7N_T1_16
G29,16,IOB_X0Y220,LIOB33_X0Y219,IO_L15P_T2_DQS_16
G30,16,IOB_X0Y219,LIOB33_X0Y219,IO_L15N_T2_DQS_16
G31,16,IOB_X0Y215,LIOB33_X0Y215,IO_L17N_T2_16
G32,16,IOB_X0Y211,LIOB33_X0Y211,IO_L19N_T3_VREF_16
G34,16,IOB_X0Y207,LIOB33_X0Y207,IO_L21N_T3_DQS_16
H1,36,IOB_X1Y206,RIOB33_X105Y205,IO_L22P_T3_36
H2,36,IOB_X1Y210,RIOB33_X105Y209,IO_L20P_T3_36
H3,36,IOB_X1Y215,RIOB33_X105Y215,IO_L17N_T2_36
H4,36,IOB_X1Y216,RIOB33_X105Y215,IO_L17P_T2_36
H6,36,IOB_X1Y225,RIOB33_X105Y225,IO_L12N_T1_MRCC_36
H7,36,IOB_X1Y226,RIOB33_X105Y225,IO_L12P_T1_MRCC_36
H8,36,IOB_X1Y233,RIOB33_X105Y233,IO_L8N_T1_36
H9,36,IOB_X1Y234,RIOB33_X105Y233,IO_L8P_T1_36
H11,36,IOB_X1Y242,RIOB33_X105Y241,IO_L4P_T0_36
H12,36,IOB_X1Y249,RIOB33_SING_X105Y249,IO_0_36
H14,116,IPAD_X2Y46,GTP_COMMON_MID_RIGHT_X167Y231,MGTREFCLK1P_116
H16,116,IPAD_X2Y44,GTP_COMMON_MID_RIGHT_X167Y231,MGTREFCLK0P_116
H18,216,IPAD_X1Y44,GTP_COMMON_MID_LEFT_X103Y231,MGTREFCLK0P_216
H20,216,IPAD_X1Y46,GTP_COMMON_MID_LEFT_X103Y231,MGTREFCLK1P_216
H24,16,IOB_X0Y237,LIOB33_X0Y237,IO_L6N_T0_VREF_16
H26,16,IOB_X0Y234,LIOB33_X0Y233,IO_L8P_T1_16
H27,16,IOB_X0Y236,LIOB33_X0Y235,IO_L7P_T1_16
H28,16,IOB_X0Y225,LIOB33_X0Y225,IO_L12N_T1_MRCC_16
H29,16,IOB_X0Y223,LIOB33_X0Y223,IO_L13N_T2_MRCC_16
H31,16,IOB_X0Y216,LIOB33_X0Y215,IO_L17P_T2_16
H32,16,IOB_X0Y212,LIOB33_X0Y211,IO_L19P_T3_16
H33,16,IOB_X0Y208,LIOB33_X0Y207,IO_L21P_T3_DQS_16
H34,16,IOB_X0Y203,LIOB33_X0Y203,IO_L23N_T3_16
J1,36,IOB_X1Y207,RIOB33_X105Y207,IO_L21N_T3_DQS_36
J3,36,IOB_X1Y213,RIOB33_X105Y213,IO_L18N_T2_36
J4,36,IOB_X1Y214,RIOB33_X105Y213,IO_L18P_T2_36
J5,36,IOB_X1Y221,RIOB33_X105Y221,IO_L14N_T2_SRCC_36
J6,36,IOB_X1Y222,RIOB33_X105Y221,IO_L14P_T2_SRCC_36
J8,36,IOB_X1Y235,RIOB33_X105Y235,IO_L7N_T1_36
J9,36,IOB_X1Y236,RIOB33_X105Y235,IO_L7P_T1_36
J10,36,IOB_X1Y237,RIOB33_X105Y237,IO_L6N_T0_VREF_36
J11,36,IOB_X1Y243,RIOB33_X105Y243,IO_L3N_T0_DQS_36
J23,16,IOB_X0Y245,LIOB33_X0Y245,IO_L2N_T0_16
J24,16,IOB_X0Y238,LIOB33_X0Y237,IO_L6P_T0_16
J25,16,IOB_X0Y241,LIOB33_X0Y241,IO_L4N_T0_16
J26,16,IOB_X0Y229,LIOB33_X0Y229,IO_L10N_T1_16
J28,16,IOB_X0Y226,LIOB33_X0Y225,IO_L12P_T1_MRCC_16
J29,16,IOB_X0Y224,LIOB33_X0Y223,IO_L13P_T2_MRCC_16
J30,16,IOB_X0Y221,LIOB33_X0Y221,IO_L14N_T2_SRCC_16
J31,16,IOB_X0Y217,LIOB33_X0Y217,IO_L16N_T2_16
J33,16,IOB_X0Y204,LIOB33_X0Y203,IO_L23P_T3_16
J34,16,IOB_X0Y209,LIOB33_X0Y209,IO_L20N_T3_16
K1,36,IOB_X1Y208,RIOB33_X105Y207,IO_L21P_T3_DQS_36
K2,36,IOB_X1Y201,RIOB33_X105Y201,IO_L24N_T3_36
K3,36,IOB_X1Y202,RIOB33_X105Y201,IO_L24P_T3_36
K5,36,IOB_X1Y217,RIOB33_X105Y217,IO_L16N_T2_36
K6,36,IOB_X1Y227,RIOB33_X105Y227,IO_L11N_T1_SRCC_36
K7,36,IOB_X1Y228,RIOB33_X105Y227,IO_L11P_T1_SRCC_36
K8,36,IOB_X1Y231,RIOB33_X105Y231,IO_L9N_T1_DQS_36
K10,36,IOB_X1Y238,RIOB33_X105Y237,IO_L6P_T0_36
K11,36,IOB_X1Y244,RIOB33_X105Y243,IO_L3P_T0_DQS_36
K12,36,IOB_X1Y247,RIOB33_X105Y247,IO_L1N_T0_36
K23,16,IOB_X0Y246,LIOB33_X0Y245,IO_L2P_T0_16
K25,16,IOB_X0Y242,LIOB33_X0Y241,IO_L4P_T0_16
K26,16,IOB_X0Y230,LIOB33_X0Y229,IO_L10P_T1_16
K27,16,IOB_X0Y231,LIOB33_X0Y231,IO_L9N_T1_DQS_16
K28,16,IOB_X0Y227,LIOB33_X0Y227,IO_L11N_T1_SRCC_16
K30,16,IOB_X0Y222,LIOB33_X0Y221,IO_L14P_T2_SRCC_16
K31,16,IOB_X0Y218,LIOB33_X0Y217,IO_L16P_T2_16
K32,16,IOB_X0Y205,LIOB33_X0Y205,IO_L22N_T3_16
K33,16,IOB_X0Y210,LIOB33_X0Y209,IO_L20P_T3_16
L2,36,IOB_X1Y203,RIOB33_X105Y203,IO_L23N_T3_36
L3,36,IOB_X1Y211,RIOB33_X105Y211,IO_L19N_T3_VREF_36
L4,36,IOB_X1Y212,RIOB33_X105Y211,IO_L19P_T3_36
L5,36,IOB_X1Y218,RIOB33_X105Y217,IO_L16P_T2_36
L7,36,IOB_X1Y200,RIOB33_SING_X105Y200,IO_25_36
L8,36,IOB_X1Y232,RIOB33_X105Y231,IO_L9P_T1_DQS_36
L9,36,IOB_X1Y239,RIOB33_X105Y239,IO_L5N_T0_36
L10,36,IOB_X1Y240,RIOB33_X105Y239,IO_L5P_T0_36
L12,36,IOB_X1Y248,RIOB33_X105Y247,IO_L1P_T0_36
L23,16,IOB_X0Y249,LIOB33_SING_X0Y249,IO_0_16
L24,16,IOB_X0Y247,LIOB33_X0Y247,IO_L1N_T0_16
L25,16,IOB_X0Y239,LIOB33_X0Y239,IO_L5N_T0_16
L27,16,IOB_X0Y232,LIOB33_X0Y231,IO_L9P_T1_DQS_16
L28,16,IOB_X0Y228,LIOB33_X0Y227,IO_L11P_T1_SRCC_16
L29,16,IOB_X0Y214,LIOB33_X0Y213,IO_L18P_T2_16
L30,16,IOB_X0Y213,LIOB33_X0Y213,IO_L18N_T2_16
L32,16,IOB_X0Y206,LIOB33_X0Y205,IO_L22P_T3_16
L33,16,IOB_X0Y202,LIOB33_X0Y201,IO_L24P_T3_16
L34,16,IOB_X0Y201,LIOB33_X0Y201,IO_L24N_T3_16
M1,35,IOB_X1Y185,RIOB33_X105Y185,IO_L7N_T1_AD6N_35
M2,36,IOB_X1Y204,RIOB33_X105Y203,IO_L23P_T3_36
M4,35,IOB_X1Y183,RIOB33_X105Y183,IO_L8N_T1_AD14N_35
M5,35,IOB_X1Y184,RIOB33_X105Y183,IO_L8P_T1_AD14P_35
M6,35,IOB_X1Y197,RIOB33_X105Y197,IO_L1N_T0_AD4N_35
M7,35,IOB_X1Y198,RIOB33_X105Y197,IO_L1P_T0_AD4P_35
M9,35,IOB_X1Y195,RIOB33_X105Y195,IO_L2N_T0_AD12N_35
M10,35,IOB_X1Y191,RIOB33_X105Y191,IO_L4N_T0_35
M11,35,IOB_X1Y192,RIOB33_X105Y191,IO_L4P_T0_35
M24,16,IOB_X0Y248,LIOB33_X0Y247,IO_L1P_T0_16
M25,16,IOB_X0Y240,LIOB33_X0Y239,IO_L5P_T0_16
M26,16,IOB_X0Y200,LIOB33_SING_X0Y200,IO_25_16
M27,15,IOB_X0Y195,LIOB33_X0Y195,IO_L2N_T0_AD8N_15
M29,15,IOB_X0Y179,LIOB33_X0Y179,IO_L10N_T1_AD11N_15
M30,15,IOB_X0Y170,LIOB33_X0Y169,IO_L15P_T2_DQS_15
M31,15,IOB_X0Y169,LIOB33_X0Y169,IO_L15N_T2_DQS_ADV_B_15
M32,15,IOB_X0Y165,LIOB33_X0Y165,IO_L17N_T2_A25_15
M34,15,IOB_X0Y155,LIOB33_X0Y155,IO_L22N_T3_A16_15
N1,35,IOB_X1Y186,RIOB33_X105Y185,IO_L7P_T1_AD6P_35
N2,35,IOB_X1Y179,RIOB33_X105Y179,IO_L10N_T1_AD15N_35
N3,35,IOB_X1Y180,RIOB33_X105Y179,IO_L10P_T1_AD15P_35
N4,35,IOB_X1Y175,RIOB33_X105Y175,IO_L12N_T1_MRCC_35
N6,35,IOB_X1Y187,RIOB33_X105Y187,IO_L6N_T0_VREF_35
N7,35,IOB_X1Y193,RIOB33_X105Y193,IO_L3N_T0_DQS_AD5N_35
N8,35,IOB_X1Y194,RIOB33_X105Y193,IO_L3P_T0_DQS_AD5P_35
N9,35,IOB_X1Y196,RIOB33_X105Y195,IO_L2P_T0_AD12P_35
N24,15,IOB_X0Y191,LIOB33_X0Y191,IO_L4N_T0_15
N26,15,IOB_X0Y196,LIOB33_X0Y195,IO_L2P_T0_AD8P_15
N27,15,IOB_X0Y184,LIOB33_X0Y183,IO_L8P_T1_AD10P_15
N28,15,IOB_X0Y183,LIOB33_X0Y183,IO_L8N_T1_AD10N_15
N29,15,IOB_X0Y180,LIOB33_X0Y179,IO_L10P_T1_AD11P_15
N31,15,IOB_X0Y166,LIOB33_X0Y165,IO_L17P_T2_A26_15
N32,15,IOB_X0Y160,LIOB33_X0Y159,IO_L20P_T3_A20_15
N33,15,IOB_X0Y159,LIOB33_X0Y159,IO_L20N_T3_A19_15
N34,15,IOB_X0Y156,LIOB33_X0Y155,IO_L22P_T3_A17_15
P1,35,IOB_X1Y181,RIOB33_X105Y181,IO_L9N_T1_DQS_AD7N_35
P3,35,IOB_X1Y177,RIOB33_X105Y177,IO_L11N_T1_SRCC_35
P4,35,IOB_X1Y178,RIOB33_X105Y177,IO_L11P_T1_SRCC_35
P5,35,IOB_X1Y176,RIOB33_X105Y175,IO_L12P_T1_MRCC_35
P6,35,IOB_X1Y188,RIOB33_X105Y187,IO_L6P_T0_35
P8,35,IOB_X1Y189,RIOB33_X105Y189,IO_L5N_T0_AD13N_35
P9,35,IOB_X1Y190,RIOB33_X105Y189,IO_L5P_T0_AD13P_35
P10,35,IOB_X1Y159,RIOB33_X105Y159,IO_L20N_T3_35
P24,15,IOB_X0Y192,LIOB33_X0Y191,IO_L4P_T0_15
P25,15,IOB_X0Y187,LIOB33_X0Y187,IO_L6N_T0_VREF_15
P26,15,IOB_X0Y197,LIOB33_X0Y197,IO_L1N_T0_AD0N_15
P28,15,IOB_X0Y176,LIOB33_X0Y175,IO_L12P_T1_MRCC_15
P29,15,IOB_X0Y175,LIOB33_X0Y175,IO_L12N_T1_MRCC_15
P30,15,IOB_X0Y173,LIOB33_X0Y173,IO_L13N_T2_MRCC_15
P31,15,IOB_X0Y167,LIOB33_X0Y167,IO_L16N_T2_A27_15
P33,15,IOB_X0Y152,LIOB33_X0Y151,IO_L24P_T3_RS1_15
P34,15,IOB_X0Y151,LIOB33_X0Y151,IO_L24N_T3_RS0_15
R1,35,IOB_X1Y182,RIOB33_X105Y181,IO_L9P_T1_DQS_AD7P_35
R2,35,IOB_X1Y169,RIOB33_X105Y169,IO_L15N_T2_DQS_35
R3,35,IOB_X1Y170,RIOB33_X105Y169,IO_L15P_T2_DQS_35
R5,35,IOB_X1Y173,RIOB33_X105Y173,IO_L13N_T2_MRCC_35
R6,35,IOB_X1Y174,RIOB33_X105Y173,IO_L13P_T2_MRCC_35
R7,35,IOB_X1Y161,RIOB33_X105Y161,IO_L19N_T3_VREF_35
R8,35,IOB_X1Y162,RIOB33_X105Y161,IO_L19P_T3_35
R10,35,IOB_X1Y160,RIOB33_X105Y159,IO_L20P_T3_35
R11,35,IOB_X1Y199,RIOB33_SING_X105Y199,IO_0_35
R25,15,IOB_X0Y188,LIOB33_X0Y187,IO_L6P_T0_15
R26,15,IOB_X0Y198,LIOB33_X0Y197,IO_L1P_T0_AD0P_15
R27,15,IOB_X0Y185,LIOB33_X0Y185,IO_L7N_T1_AD2N_15
R28,15,IOB_X0Y181,LIOB33_X0Y181,IO_L9N_T1_DQS_AD3N_15
R30,15,IOB_X0Y174,LIOB33_X0Y173,IO_L13P_T2_MRCC_15
R31,15,IOB_X0Y168,LIOB33_X0Y167,IO_L16P_T2_A28_15
R32,15,IOB_X0Y161,LIOB33_X0Y161,IO_L19N_T3_A21_VREF_15
R33,15,IOB_X0Y157,LIOB33_X0Y157,IO_L21N_T3_DQS_A18_15
T2,35,IOB_X1Y165,RIOB33_X105Y165,IO_L17N_T2_35
T3,35,IOB_X1Y166,RIOB33_X105Y165,IO_L17P_T2_35
T4,35,IOB_X1Y171,RIOB33_X105Y171,IO_L14N_T2_SRCC_35
T5,35,IOB_X1Y172,RIOB33_X105Y171,IO_L14P_T2_SRCC_35
T7,35,IOB_X1Y153,RIOB33_X105Y153,IO_L23N_T3_35
T8,35,IOB_X1Y154,RIOB33_X105Y153,IO_L23P_T3_35
T9,35,IOB_X1Y151,RIOB33_X105Y151,IO_L24N_T3_35
T10,35,IOB_X1Y157,RIOB33_X105Y157,IO_L21N_T3_DQS_35
T24,15,IOB_X0Y199,LIOB33_SING_X0Y199,IO_0_15
T25,15,IOB_X0Y193,LIOB33_X0Y193,IO_L3N_T0_DQS_AD1N_15
T27,15,IOB_X0Y186,LIOB33_X0Y185,IO_L7P_T1_AD2P_15
T28,15,IOB_X0Y182,LIOB33_X0Y181,IO_L9P_T1_DQS_AD3P_15
T29,15,IOB_X0Y177,LIOB33_X0Y177,IO_L11N_T1_SRCC_15
T30,15,IOB_X0Y171,LIOB33_X0Y171,IO_L14N_T2_SRCC_15
T32,15,IOB_X0Y162,LIOB33_X0Y161,IO_L19P_T3_A22_15
T33,15,IOB_X0Y158,LIOB33_X0Y157,IO_L21P_T3_DQS_15
T34,15,IOB_X0Y153,LIOB33_X0Y153,IO_L23N_T3_FWE_B_15
U1,35,IOB_X1Y167,RIOB33_X105Y167,IO_L16N_T2_35
U2,35,IOB_X1Y168,RIOB33_X105Y167,IO_L16P_T2_35
U4,35,IOB_X1Y163,RIOB33_X105Y163,IO_L18N_T2_35
U5,35,IOB_X1Y164,RIOB33_X105Y163,IO_L18P_T2_35
U6,35,IOB_X1Y155,RIOB33_X105Y155,IO_L22N_T3_35
U7,35,IOB_X1Y156,RIOB33_X105Y155,IO_L22P_T3_35
U9,35,IOB_X1Y152,RIOB33_X105Y151,IO_L24P_T3_35
U10,35,IOB_X1Y158,RIOB33_X105Y157,IO_L21P_T3_DQS_35
U11,35,IOB_X1Y150,RIOB33_SING_X105Y150,IO_25_35
U18,0,IPAD_X0Y30,MONITOR_BOT_X61Y183,VP_0
U24,15,IOB_X0Y150,LIOB33_SING_X0Y150,IO_25_15
U25,15,IOB_X0Y194,LIOB33_X0Y193,IO_L3P_T0_DQS_AD1P_15
U26,15,IOB_X0Y190,LIOB33_X0Y189,IO_L5P_T0_AD9P_15
U27,15,IOB_X0Y189,LIOB33_X0Y189,IO_L5N_T0_AD9N_15
U29,15,IOB_X0Y178,LIOB33_X0Y177,IO_L11P_T1_SRCC_15
U30,15,IOB_X0Y172,LIOB33_X0Y171,IO_L14P_T2_SRCC_15
U31,15,IOB_X0Y164,LIOB33_X0Y163,IO_L18P_T2_A24_15
U32,15,IOB_X0Y163,LIOB33_X0Y163,IO_L18N_T2_A23_15
U34,15,IOB_X0Y154,LIOB33_X0Y153,IO_L23P_T3_FOE_B_15
V1,34,IOB_X1Y133,RIOB33_X105Y133,IO_L8N_T1_34
V2,34,IOB_X1Y134,RIOB33_X105Y133,IO_L8P_T1_34
V3,34,IOB_X1Y130,RIOB33_X105Y129,IO_L10P_T1_34
V4,34,IOB_X1Y128,RIOB33_X105Y127,IO_L11P_T1_SRCC_34
V6,34,IOB_X1Y141,RIOB33_X105Y141,IO_L4N_T0_34
V7,34,IOB_X1Y142,RIOB33_X105Y141,IO_L4P_T0_34
V8,34,IOB_X1Y145,RIOB33_X105Y145,IO_L2N_T0_34
V9,34,IOB_X1Y146,RIOB33_X105Y145,IO_L2P_T0_34
V17,0,IPAD_X0Y31,MONITOR_BOT_X61Y183,VN_0
V24,14,IOB_X0Y149,LIOB33_SING_X0Y149,IO_0_14
V26,14,IOB_X0Y146,LIOB33_X0Y145,IO_L2P_T0_D02_14
V27,14,IOB_X0Y145,LIOB33_X0Y145,IO_L2N_T0_D03_14
V28,14,IOB_X0Y148,LIOB33_X0Y147,IO_L1P_T0_D00_MOSI_14
V29,14,IOB_X0Y147,LIOB33_X0Y147,IO_L1N_T0_D01_DIN_14
V31,14,IOB_X0Y136,LIOB33_X0Y135,IO_L7P_T1_D09_14
V32,14,IOB_X0Y135,LIOB33_X0Y135,IO_L7N_T1_D10_14
V33,14,IOB_X0Y132,LIOB33_X0Y131,IO_L9P_T1_DQS_14
V34,14,IOB_X0Y131,LIOB33_X0Y131,IO_L9N_T1_DQS_D13_14
W1,34,IOB_X1Y136,RIOB33_X105Y135,IO_L7P_T1_34
W3,34,IOB_X1Y129,RIOB33_X105Y129,IO_L10N_T1_34
W4,34,IOB_X1Y127,RIOB33_X105Y127,IO_L11N_T1_SRCC_34
W5,34,IOB_X1Y126,RIOB33_X105Y125,IO_L12P_T1_MRCC_34
W6,34,IOB_X1Y138,RIOB33_X105Y137,IO_L6P_T0_34
W8,34,IOB_X1Y143,RIOB33_X105Y143,IO_L3N_T0_DQS_34
W9,34,IOB_X1Y144,RIOB33_X105Y143,IO_L3P_T0_DQS_34
W10,34,IOB_X1Y148,RIOB33_X105Y147,IO_L1P_T0_34
W24,14,IOB_X0Y100,LIOB33_SING_X0Y100,IO_25_14
W25,14,IOB_X0Y140,LIOB33_X0Y139,IO_L5P_T0_D06_14
W26,14,IOB_X0Y144,LIOB33_X0Y143,IO_L3P_T0_DQS_PUDC_B_14
W28,14,IOB_X0Y142,LIOB33_X0Y141,IO_L4P_T0_D04_14
W29,14,IOB_X0Y141,LIOB33_X0Y141,IO_L4N_T0_D05_14
W30,14,IOB_X0Y128,LIOB33_X0Y127,IO_L11P_T1_SRCC_14
W31,14,IOB_X0Y127,LIOB33_X0Y127,IO_L11N_T1_SRCC_14
W33,14,IOB_X0Y134,LIOB33_X0Y133,IO_L8P_T1_D11_14
W34,14,IOB_X0Y133,LIOB33_X0Y133,IO_L8N_T1_D12_14
Y1,34,IOB_X1Y135,RIOB33_X105Y135,IO_L7N_T1_34
Y2,34,IOB_X1Y131,RIOB33_X105Y131,IO_L9N_T1_DQS_34
Y3,34,IOB_X1Y132,RIOB33_X105Y131,IO_L9P_T1_DQS_34
Y5,34,IOB_X1Y125,RIOB33_X105Y125,IO_L12N_T1_MRCC_34
Y6,34,IOB_X1Y137,RIOB33_X105Y137,IO_L6N_T0_VREF_34
Y7,34,IOB_X1Y139,RIOB33_X105Y139,IO_L5N_T0_34
Y8,34,IOB_X1Y140,RIOB33_X105Y139,IO_L5P_T0_34
Y10,34,IOB_X1Y147,RIOB33_X105Y147,IO_L1N_T0_34
Y11,34,IOB_X1Y149,RIOB33_SING_X105Y149,IO_0_34
Y25,14,IOB_X0Y139,LIOB33_X0Y139,IO_L5N_T0_D07_14
Y26,14,IOB_X0Y143,LIOB33_X0Y143,IO_L3N_T0_DQS_EMCCLK_14
Y27,14,IOB_X0Y138,LIOB33_X0Y137,IO_L6P_T0_FCS_B_14
Y28,14,IOB_X0Y137,LIOB33_X0Y137,IO_L6N_T0_D08_VREF_14
Y30,14,IOB_X0Y126,LIOB33_X0Y125,IO_L12P_T1_MRCC_14
Y31,14,IOB_X0Y125,LIOB33_X0Y125,IO_L12N_T1_MRCC_14
Y32,14,IOB_X0Y130,LIOB33_X0Y129,IO_L10P_T1_D14_14
Y33,14,IOB_X0Y129,LIOB33_X0Y129,IO_L10N_T1_D15_14
