pin,bank,site,tile,pin_function
W9,33,IOB_X1Y43,RIOB18_X43Y43,IO_L3N_T0_DQS_33
W10,33,IOB_X1Y44,RIOB18_X43Y43,IO_L3P_T0_DQS_33
W11,33,IOB_X1Y47,RIOB18_X43Y47,IO_L1N_T0_33
Y1,34,IOB_X1Y79,RIOB18_X43Y79,IO_L10N_T1_34
Y2,34,IOB_X1Y85,RIOB18_X43Y85,IO_L7N_T1_34
Y3,34,IOB_X1Y86,RIOB18_X43Y85,IO_L7P_T1_34
Y5,34,IOB_X1Y65,RIOB18_X43Y65,IO_L17N_T2_34
Y6,34,IOB_X1Y66,RIOB18_X43Y65,IO_L17P_T2_34
Y7,33,IOB_X1Y41,RIOB18_X43Y41,IO_L4N_T0_33
Y8,33,IOB_X1Y42,RIOB18_X43Y41,IO_L4P_T0_33
Y10,33,IOB_X1Y39,RIOB18_X43Y39,IO_L5N_T0_33
Y11,33,IOB_X1Y40,RIOB18_X43Y39,IO_L5P_T0_33
Y12,33,IOB_X1Y13,RIOB18_X43Y13,IO_L18N_T2_33
Y13,33,IOB_X1Y14,RIOB18_X43Y13,IO_L18P_T2_33
