pin,bank,site,tile,pin_function
W18,13,IOB_X0Y11,LIOB33_X0Y11,IO_L19N_T3_VREF_13
W19,13,IOB_X0Y13,LIOB33_X0Y13,IO_L18N_T2_13
W20,13,IOB_X0Y18,LIOB33_X0Y17,IO_L16P_T2_13
W21,13,IOB_X0Y22,LIOB33_X0Y21,IO_L14P_T2_SRCC_13
W23,13,IOB_X0Y29,LIOB33_X0Y29,IO_L10N_T1_13
W24,13,IOB_X0Y37,LIOB33_X0Y37,IO_L6N_T0_VREF_13
W25,13,IOB_X0Y42,LIOB33_X0Y41,IO_L4P_T0_13
W26,13,IOB_X0Y45,LIOB33_X0Y45,IO_L2N_T0_13
Y20,13,IOB_X0Y17,LIOB33_X0Y17,IO_L16N_T2_13
Y21,13,IOB_X0Y21,LIOB33_X0Y21,IO_L14N_T2_SRCC_13
Y22,13,IOB_X0Y28,LIOB33_X0Y27,IO_L11P_T1_SRCC_13
Y23,13,IOB_X0Y27,LIOB33_X0Y27,IO_L11N_T1_SRCC_13
Y25,13,IOB_X0Y40,LIOB33_X0Y39,IO_L5P_T0_13
Y26,13,IOB_X0Y41,LIOB33_X0Y41,IO_L4N_T0_13
